ANNO,CODICE_ATENEO,NOME_ATENEO,CITTA ,LATITUDINE (°) ,LATITUDINE (') ,LATITUDINE ('') ,LONGITUDINE (°) ,LONGITUDINE ('),LONGITUDINE (''),Sesso,LAUREATI
2009,101,Torino,Torino,45,3,58,7,40,56,F,6738
2009,102,Torino Politecnico,Torino ,45,3,58,7,40,56,F,1352
2009,201,Piemonte Orientale,Vercelli,45,19,33,8,25,21,F,957
2009,401,Bra - Scienze Gastronomiche,Bra,44,41,55,7,51,23,F,19
2009,701,Aosta,Aosta,45,44,18,7,19,14,F,98
2009,1001,Genova,Genova,44,24,17,8,56,8,F,3441
2009,1201,Castellanza LIUC,Castellanza ,45,36,46,8,54,3,F,199
2009,1202,Insubria,Como,45,48,25,9,5,17,F,840
2009,1301,Novedrate e-Campus,Napoli ,40,51,14,14,15,2,F,10
2009,1501,Milano,Milano,45,27,57,9,11,24,F,5764
2009,1502,Milano Politecnico,Milano ,45,27,57,9,11,24,F,2983
2009,1503,Milano Bocconi,Milano ,45,27,57,9,11,24,F,1680
2009,1504,Milano Cattolica,Milano ,45,27,57,9,11,24,F,5780
2009,1505,Milano IULM,Milano ,45,27,57,9,11,24,F,881
2009,1508,Milano San Raffaele,Milano ,45,27,57,9,11,24,F,344
2009,1509,Milano Bicocca,Milano ,45,27,57,9,11,24,F,3236
2009,1510,Milano UNITEL,Milano ,45,27,57,9,11,24,F,12
2009,1601,Bergamo,Bergamo,45,42,1,9,40,8,F,1524
2009,1701,Brescia,Brescia,45,32,27,10,13,14,F,1083
2009,1801,Pavia,Pavia,45,11,13,9,9,17,F,2283
2009,2101,Bolzano,Bolzano,46,29,56,11,21,15,F,357
2009,2201,Trento,Trento,46,4,7,11,7,22,F,1264
2009,2301,Verona,Verona,45,26,40,10,59,56,F,2547
2009,2701,Venezia Cà Foscari,Venezia ,45,26,17,12,19,39,F,2192
2009,2702,Venezia Iuav,Venezia ,45,26,17,12,19,39,F,832
2009,2801,Padova,Padova,45,24,33,11,52,23,F,6856
2009,3001,Udine,Udine,46,3,57,13,14,15,F,1641
2009,3201,Trieste,Trieste,45,38,58,13,46,20,F,1984
2009,3401,Parma,Parma,44,48,6,10,19,44,F,2610
2009,3601,Modena e Reggio Emilia,Modena ,44,38,53,10,55,29,F,1782
2009,3701,Bologna,Bologna,44,29,44,11,20,48,F,9096
2009,3801,Ferrara,Ferrara,44,50,31,11,37,0,F,1529
2009,4101,Urbino Carlo Bo,Urbino,43,43,36,12,38,11,F,1823
2009,4201,Marche,Ancona,43,37,15,13,30,51,F,1360
2009,4301,Macerata,Macerata,43,18,6,13,27,6,F,1448
2009,4302,Camerino,Camerino,43,8,13,13,4,9,F,519
2009,4801,Firenze,Firenze,43,46,28,11,15,29,F,5861
2009,4804,Firenze IUL,Firenze,43,46,28,11,15,29,F,19
2009,5001,Pisa,Pisa,43,42,51,10,24,1,F,3634
2009,5201,Siena,Siena,43,19,11,11,19,59,F,2075
2009,5202,Siena Stranieri,Siena ,43,19,11,11,19,59,F,106
2009,5401,Perugia,Perugia,43,6,49,12,23,23,F,3134
2009,5403,Perugia Stranieri,Perugia ,43,6,49,12,23,23,F,285
2009,5601,Tuscia,Viterbo,42,25,5,12,6,24,F,706
2009,5801,Roma La Sapienza,Roma ,41,54,27,12,29,24,F,13467
2009,5802,Roma Tor Vergata,Roma ,41,54,27,12,29,24,F,2868
2009,5803,Roma LUMSA,Roma ,41,54,27,12,29,24,F,1107
2009,5805,Roma LUISS,Roma ,41,54,27,12,29,24,F,844
2009,5806,Roma Foro Italico,Roma ,41,54,27,12,29,24,F,96
2009,5807,Roma Tre,Roma ,41,54,27,12,29,24,F,3230
2009,5808,Roma Biomedico,Roma ,41,54,27,12,29,24,F,119
2009,5809,Roma San Pio V,Roma ,41,54,27,12,29,24,F,196
2009,5810,Roma Marconi,Roma ,41,54,27,12,29,24,F,307
2009,5811,Roma TEL.M.A.,Roma ,41,54,27,12,29,24,F,51
2009,5812,Roma Europea,Roma ,41,54,27,12,29,24,F,31
2009,5813,Roma UNINETTUNO,Roma ,41,54,27,12,29,24,F,43
2009,5815,Roma UNISU,Roma ,41,54,27,12,29,24,F,165
2009,6001,Cassino,Cassino,41,29,38,13,49,44,F,1016
2009,6201,Sannio,Benevento ,41,7,55,14,46,40,F,481
2009,6202,Benevento - Giustino Fortunato,Potenza,40,38,20,15,48,12,F,13
2009,6301,Napoli Federico II,Napoli ,40,51,14,14,15,2,F,6600
2009,6302,Napoli Parthenope,Napoli ,40,51,14,14,15,2,F,983
2009,6303,Napoli L'Orientale,Napoli ,40,51,14,14,15,2,F,1437
2009,6304,Napoli Benincasa,Napoli ,40,51,14,14,15,2,F,1415
2009,6306,Napoli II,Napoli ,40,51,14,14,15,2,F,2389
2009,6307,Napoli Pegaso,Napoli ,40,51,14,14,15,2,F,277
2009,6501,Salerno,Salerno,40,40,52,14,45,40,F,2661
2009,6601,L'Aquila,L'Aquila,42,21,9,13,23,57,F,1882
2009,6701,Teramo,Teramo,42,39,30,13,42,26,F,520
2009,6901,Chieti e Pescara,Chieti ,42,21,7,14,10,5,F,3358
2009,6902,Torrevecchia Teatina - Leonardo da Vinci,Torino ,45,3,58,7,40,56,F,13
2009,7001,Molise,Campobasso,41,33,36,14,39,37,F,691
2009,7101,Foggia,Foggia,41,27,54,15,32,42,F,824
2009,7201,Bari,Bari,41,7,45,16,52,11,F,5278
2009,7202,Bari Politecnico,Bari ,41,7,45,16,52,11,F,465
2009,7203,Casamassima - J.Monnet,Casamassima ,40,57,22,16,55,7,F,105
2009,7501,Salento,Lecce,40,21,10,18,10,27,F,2698
2009,7601,Basilicata,Potenza,40,38,20,15,48,12,F,493
2009,7801,Calabria,Rende,39,20,0,16,10,56,F,2545
2009,7901,Catanzaro,Catanzaro,38,54,22,16,35,35,F,1115
2009,8001,Reggio Calabria,Reggio Calabria,43,41,1,11,32,10,F,619
2009,8201,Palermo,Palermo,38,7,0,13,21,43,F,4667
2009,8301,Messina,Messina,38,11,36,15,33,14,F,2975
2009,8601,Enna - KORE,Enna ,37,34,4,14,16,33,F,218
2009,8701,Catania,Catania,37,30,21,15,5,15,F,5047
2009,9001,Sassari,Sassari,40,43,45,8,33,38,F,1161
2009,9201,Cagliari,Cagliari,39,13,7,9,7,4,F,2579
2010,101,Torino,Torino,45,3,58,7,40,56,M,4220
2010,102,Torino Politecnico,Torino ,45,3,58,7,40,56,M,3266
2010,201,Piemonte Orientale,Vercelli,45,19,33,8,25,21,M,601
2010,401,Bra - Scienze Gastronomiche,Bra,44,41,55,7,51,23,M,33
2010,701,Aosta,Aosta,45,44,18,7,19,14,M,42
2010,1001,Genova,Genova,44,24,17,8,56,8,M,2396
2010,1201,Castellanza LIUC,Castellanza ,45,36,46,8,54,3,M,329
2010,1202,Insubria,Como,45,48,25,9,5,17,M,653
2010,1301,Novedrate e-Campus,Napoli ,40,51,14,14,15,2,M,90
2010,1501,Milano,Milano,45,27,57,9,11,24,M,3884
2010,1502,Milano Politecnico,Milano ,45,27,57,9,11,24,M,5371
2010,1503,Milano Bocconi,Milano ,45,27,57,9,11,24,M,2207
2010,1504,Milano Cattolica,Milano ,45,27,57,9,11,24,M,2688
2010,1505,Milano IULM,Milano ,45,27,57,9,11,24,M,304
2010,1508,Milano San Raffaele,Milano ,45,27,57,9,11,24,M,173
2010,1509,Milano Bicocca,Milano ,45,27,57,9,11,24,M,1644
2010,1510,Milano UNITEL,Milano ,45,27,57,9,11,24,M,7
2010,1601,Bergamo,Bergamo,45,42,1,9,40,8,M,857
2010,1701,Brescia,Brescia,45,32,27,10,13,14,M,1121
2010,1801,Pavia,Pavia,45,11,13,9,9,17,M,1650
2010,2101,Bolzano,Bolzano,46,29,56,11,21,15,M,136
2010,2201,Trento,Trento,46,4,7,11,7,22,M,1203
2010,2301,Verona,Verona,45,26,40,10,59,56,M,1288
2010,2701,Venezia Cà Foscari,Venezia ,45,26,17,12,19,39,M,1179
2010,2702,Venezia Iuav,Venezia ,45,26,17,12,19,39,M,715
2010,2801,Padova,Padova,45,24,33,11,52,23,M,4849
2010,3001,Udine,Udine,46,3,57,13,14,15,M,1225
2010,3201,Trieste,Trieste,45,38,58,13,46,20,M,1298
2010,3401,Parma,Parma,44,48,6,10,19,44,M,1900
2010,3601,Modena e Reggio Emilia,Modena ,44,38,53,10,55,29,M,1493
2010,3701,Bologna,Bologna,44,29,44,11,20,48,M,6291
2010,3801,Ferrara,Ferrara,44,50,31,11,37,0,M,1217
2010,4101,Urbino Carlo Bo,Urbino,43,43,36,12,38,11,M,990
2010,4201,Marche,Ancona,43,37,15,13,30,51,M,1406
2010,4301,Macerata,Macerata,43,18,6,13,27,6,M,459
2010,4302,Camerino,Camerino,43,8,13,13,4,9,M,543
2010,4801,Firenze,Firenze,43,46,28,11,15,29,M,4021
2010,4804,Firenze IUL,Firenze,43,46,28,11,15,29,M,2
2010,5001,Pisa,Pisa,43,42,51,10,24,1,M,3198
2010,5201,Siena,Siena,43,19,11,11,19,59,M,1332
2010,5202,Siena Stranieri,Siena ,43,19,11,11,19,59,M,18
2010,5401,Perugia,Perugia,43,6,49,12,23,23,M,2095
2010,5403,Perugia Stranieri,Perugia ,43,6,49,12,23,23,M,152
2010,5601,Tuscia,Viterbo,42,25,5,12,6,24,M,1250
2010,5801,Roma La Sapienza,Roma ,41,54,27,12,29,24,M,7566
2010,5802,Roma Tor Vergata,Roma ,41,54,27,12,29,24,M,2560
2010,5803,Roma LUMSA,Roma ,41,54,27,12,29,24,M,457
2010,5805,Roma LUISS,Roma ,41,54,27,12,29,24,M,1007
2010,5806,Roma Foro Italico,Roma ,41,54,27,12,29,24,M,150
2010,5807,Roma Tre,Roma ,41,54,27,12,29,24,M,2208
2010,5808,Roma Biomedico,Roma ,41,54,27,12,29,24,M,90
2010,5809,Roma San Pio V,Roma ,41,54,27,12,29,24,M,122
2010,5810,Roma Marconi,Roma ,41,54,27,12,29,24,M,1109
2010,5811,Roma TEL.M.A.,Roma ,41,54,27,12,29,24,M,176
2010,5812,Roma Europea,Roma ,41,54,27,12,29,24,M,35
2010,5813,Roma UNINETTUNO,Roma ,41,54,27,12,29,24,M,51
2010,5814,Roma  Mercatorum,Reggio ,43,41,1,11,32,10,M,14
2010,5815,Roma UNISU,Roma ,41,54,27,12,29,24,M,326
2010,6001,Cassino,Cassino,41,29,38,13,49,44,M,626
2010,6201,Sannio,Benevento ,41,7,55,14,46,40,M,329
2010,6202,Benevento - Giustino Fortunato,Potenza,40,38,20,15,48,12,M,42
2010,6301,Napoli Federico II,Napoli ,40,51,14,14,15,2,M,5197
2010,6302,Napoli Parthenope,Napoli ,40,51,14,14,15,2,M,1076
2010,6303,Napoli L'Orientale,Napoli ,40,51,14,14,15,2,M,362
2010,6304,Napoli Benincasa,Napoli ,40,51,14,14,15,2,M,309
2010,6306,Napoli II,Napoli ,40,51,14,14,15,2,M,1807
2010,6307,Napoli Pegaso,Napoli ,40,51,14,14,15,2,M,252
2010,6501,Salerno,Salerno,40,40,52,14,45,40,M,1669
2010,6601,L'Aquila,L'Aquila,42,21,9,13,23,57,M,1316
2010,6701,Teramo,Teramo,42,39,30,13,42,26,M,503
2010,6901,Chieti e Pescara,Chieti ,42,21,7,14,10,5,M,1553
2010,6902,Torrevecchia Teatina - Leonardo da Vinci,Torino ,45,3,58,7,40,56,M,19
2010,7001,Molise,Campobasso,41,33,36,14,39,37,M,485
2010,7101,Foggia,Foggia,41,27,54,15,32,42,M,576
2010,7201,Bari,Bari,41,7,45,16,52,11,M,2469
2010,7202,Bari Politecnico,Bari ,41,7,45,16,52,11,M,1012
2010,7203,Casamassima - J.Monnet,Casamassima ,40,57,22,16,55,7,M,117
2010,7501,Salento,Lecce,40,21,10,18,10,27,M,1126
2010,7601,Basilicata,Potenza,40,38,20,15,48,12,M,373
2010,7801,Calabria,Rende,39,20,0,16,10,56,M,1760
2010,7901,Catanzaro,Catanzaro,38,54,22,16,35,35,M,660
2010,8001,Reggio Calabria,Reggio Calabria,43,41,1,11,32,10,M,506
2010,8003,Reggio Calabria - Dante Alighieri,Reggio Calabria,43,41,1,11,32,10,M,4
2010,8201,Palermo,Palermo,38,7,0,13,21,43,M,2812
2010,8301,Messina,Messina,38,11,36,15,33,14,M,1592
2010,8601,Enna - KORE,Enna ,37,34,4,14,16,33,M,311
2010,8701,Catania,Catania,37,30,21,15,5,15,M,2776
2010,9001,Sassari,Sassari,40,43,45,8,33,38,M,603
2010,9201,Cagliari,Cagliari,39,13,7,9,7,4,M,1445
2010,101,Torino,Torino,45,3,58,7,40,56,F,7189
2010,102,Torino Politecnico,Torino ,45,3,58,7,40,56,F,1450
2010,201,Piemonte Orientale,Vercelli,45,19,33,8,25,21,F,1079
2010,401,Bra - Scienze Gastronomiche,Bra,44,41,55,7,51,23,F,30
2010,701,Aosta,Aosta,45,44,18,7,19,14,F,119
2010,1001,Genova,Genova,44,24,17,8,56,8,F,3395
2010,1201,Castellanza LIUC,Castellanza ,45,36,46,8,54,3,F,184
2010,1202,Insubria,Como,45,48,25,9,5,17,F,921
2010,1301,Novedrate e-Campus,Napoli ,40,51,14,14,15,2,F,61
2010,1501,Milano,Milano,45,27,57,9,11,24,F,5781
2010,1502,Milano Politecnico,Milano ,45,27,57,9,11,24,F,2927
2010,1503,Milano Bocconi,Milano ,45,27,57,9,11,24,F,1847
2010,1504,Milano Cattolica,Milano ,45,27,57,9,11,24,F,5839
2010,1505,Milano IULM,Milano ,45,27,57,9,11,24,F,850
2010,1508,Milano San Raffaele,Milano ,45,27,57,9,11,24,F,373
2010,1509,Milano Bicocca,Milano ,45,27,57,9,11,24,F,3088
2010,1510,Milano UNITEL,Milano ,45,27,57,9,11,24,F,9
2010,1601,Bergamo,Bergamo,45,42,1,9,40,8,F,1590
2010,1701,Brescia,Brescia,45,32,27,10,13,14,F,1105
2010,1801,Pavia,Pavia,45,11,13,9,9,17,F,2386
2010,2101,Bolzano,Bolzano,46,29,56,11,21,15,F,396
2010,2201,Trento,Trento,46,4,7,11,7,22,F,1216
2010,2301,Verona,Verona,45,26,40,10,59,56,F,2615
2010,2701,Venezia Cà Foscari,Venezia ,45,26,17,12,19,39,F,2372
2010,2702,Venezia Iuav,Venezia ,45,26,17,12,19,39,F,859
2010,2801,Padova,Padova,45,24,33,11,52,23,F,6761
2010,3001,Udine,Udine,46,3,57,13,14,15,F,1618
2010,3201,Trieste,Trieste,45,38,58,13,46,20,F,1962
2010,3401,Parma,Parma,44,48,6,10,19,44,F,2651
2010,3601,Modena e Reggio Emilia,Modena ,44,38,53,10,55,29,F,2084
2010,3701,Bologna,Bologna,44,29,44,11,20,48,F,8829
2010,3801,Ferrara,Ferrara,44,50,31,11,37,0,F,1481
2010,4101,Urbino Carlo Bo,Urbino,43,43,36,12,38,11,F,1825
2010,4201,Marche,Ancona,43,37,15,13,30,51,F,1310
2010,4301,Macerata,Macerata,43,18,6,13,27,6,F,1308
2010,4302,Camerino,Camerino,43,8,13,13,4,9,F,521
2010,4801,Firenze,Firenze,43,46,28,11,15,29,F,5600
2010,4804,Firenze IUL,Firenze,43,46,28,11,15,29,F,11
2010,5001,Pisa,Pisa,43,42,51,10,24,1,F,3494
2010,5201,Siena,Siena,43,19,11,11,19,59,F,1914
2010,5202,Siena Stranieri,Siena ,43,19,11,11,19,59,F,89
2010,5401,Perugia,Perugia,43,6,49,12,23,23,F,3047
2010,5403,Perugia Stranieri,Perugia ,43,6,49,12,23,23,F,258
2010,5601,Tuscia,Viterbo,42,25,5,12,6,24,F,658
2010,5801,Roma La Sapienza,Roma ,41,54,27,12,29,24,F,12216
2010,5802,Roma Tor Vergata,Roma ,41,54,27,12,29,24,F,2904
2010,5803,Roma LUMSA,Roma ,41,54,27,12,29,24,F,1044
2010,5805,Roma LUISS,Roma ,41,54,27,12,29,24,F,1049
2010,5806,Roma Foro Italico,Roma ,41,54,27,12,29,24,F,106
2010,5807,Roma Tre,Roma ,41,54,27,12,29,24,F,3384
2010,5808,Roma Biomedico,Roma ,41,54,27,12,29,24,F,111
2010,5809,Roma San Pio V,Roma ,41,54,27,12,29,24,F,179
2010,5810,Roma Marconi,Roma ,41,54,27,12,29,24,F,415
2010,5811,Roma TEL.M.A.,Roma ,41,54,27,12,29,24,F,83
2010,5812,Roma Europea,Roma ,41,54,27,12,29,24,F,61
2010,5813,Roma UNINETTUNO,Roma ,41,54,27,12,29,24,F,35
2010,5814,Roma  Mercatorum,Reggio ,43,41,1,11,32,10,F,8
2010,5815,Roma UNISU,Roma ,41,54,27,12,29,24,F,283
2010,6001,Cassino,Cassino,41,29,38,13,49,44,F,914
2010,6201,Sannio,Benevento ,41,7,55,14,46,40,F,402
2010,6202,Benevento - Giustino Fortunato,Potenza,40,38,20,15,48,12,F,26
2010,6301,Napoli Federico II,Napoli ,40,51,14,14,15,2,F,6849
2010,6302,Napoli Parthenope,Napoli ,40,51,14,14,15,2,F,1080
2010,6303,Napoli L'Orientale,Napoli ,40,51,14,14,15,2,F,1380
2010,6304,Napoli Benincasa,Napoli ,40,51,14,14,15,2,F,1471
2010,6306,Napoli II,Napoli ,40,51,14,14,15,2,F,2523
2010,6307,Napoli Pegaso,Napoli ,40,51,14,14,15,2,F,352
2010,6501,Salerno,Salerno,40,40,52,14,45,40,F,2675
2010,6601,L'Aquila,L'Aquila,42,21,9,13,23,57,F,1936
2010,6701,Teramo,Teramo,42,39,30,13,42,26,F,552
2010,6901,Chieti e Pescara,Chieti ,42,21,7,14,10,5,F,2954
2010,6902,Torrevecchia Teatina - Leonardo da Vinci,Torino ,45,3,58,7,40,56,F,37
2010,7001,Molise,Campobasso,41,33,36,14,39,37,F,752
2010,7101,Foggia,Foggia,41,27,54,15,32,42,F,1010
2010,7201,Bari,Bari,41,7,45,16,52,11,F,5256
2010,7202,Bari Politecnico,Bari ,41,7,45,16,52,11,F,444
2010,7203,Casamassima - J.Monnet,Casamassima ,40,57,22,16,55,7,F,95
2010,7501,Salento,Lecce,40,21,10,18,10,27,F,2755
2010,7601,Basilicata,Potenza,40,38,20,15,48,12,F,563
2010,7801,Calabria,Rende,39,20,0,16,10,56,F,2741
2010,7901,Catanzaro,Catanzaro,38,54,22,16,35,35,F,1219
2010,8001,Reggio Calabria,Reggio Calabria,43,41,1,11,32,10,F,500
2010,8003,Reggio Calabria - Dante Alighieri,Reggio Calabria,43,41,1,11,32,10,F,12
2010,8201,Palermo,Palermo,38,7,0,13,21,43,F,4636
2010,8301,Messina,Messina,38,11,36,15,33,14,F,3028
2010,8601,Enna - KORE,Enna ,37,34,4,14,16,33,F,405
2010,8701,Catania,Catania,37,30,21,15,5,15,F,4449
2010,9001,Sassari,Sassari,40,43,45,8,33,38,F,1136
2010,9201,Cagliari,Cagliari,39,13,7,9,7,4,F,2644
2011,101,Torino,Torino,45,3,58,7,40,56,M,4056
2011,102,Torino Politecnico,Torino ,45,3,58,7,40,56,M,3421
2011,201,Piemonte Orientale,Vercelli,45,19,33,8,25,21,M,515
2011,401,Bra - Scienze Gastronomiche,Bra,44,41,55,7,51,23,M,28
2011,701,Aosta,Aosta,45,44,18,7,19,14,M,36
2011,1001,Genova,Genova,44,24,17,8,56,8,M,2539
2011,1201,Castellanza LIUC,Castellanza ,45,36,46,8,54,3,M,347
2011,1202,Insubria,Como,45,48,25,9,5,17,M,611
2011,1301,Novedrate e-Campus,Napoli ,40,51,14,14,15,2,M,183
2011,1501,Milano,Milano,45,27,57,9,11,24,M,3714
2011,1502,Milano Politecnico,Milano ,45,27,57,9,11,24,M,5729
2011,1503,Milano Bocconi,Milano ,45,27,57,9,11,24,M,2173
2011,1504,Milano Cattolica,Milano ,45,27,57,9,11,24,M,2807
2011,1505,Milano IULM,Milano ,45,27,57,9,11,24,M,295
2011,1508,Milano San Raffaele,Milano ,45,27,57,9,11,24,M,183
2011,1509,Milano Bicocca,Milano ,45,27,57,9,11,24,M,1899
2011,1510,Rozzano (MI) Humanitas University,Rozzano ,45,22,37,9,8,47,M,8
2011,1601,Bergamo,Bergamo,45,42,1,9,40,8,M,930
2011,1701,Brescia,Brescia,45,32,27,10,13,14,M,1184
2011,1801,Pavia,Pavia,45,11,13,9,9,17,M,1741
2011,2101,Bolzano,Bolzano,46,29,56,11,21,15,M,158
2011,2201,Trento,Trento,46,4,7,11,7,22,M,1218
2011,2301,Verona,Verona,45,26,40,10,59,56,M,1265
2011,2701,Venezia Cà Foscari,Venezia ,45,26,17,12,19,39,M,1124
2011,2702,Venezia Iuav,Venezia ,45,26,17,12,19,39,M,731
2011,2801,Padova,Padova,45,24,33,11,52,23,M,4953
2011,3001,Udine,Udine,46,3,57,13,14,15,M,1238
2011,3201,Trieste,Trieste,45,38,58,13,46,20,M,1316
2011,3401,Parma,Parma,44,48,6,10,19,44,M,2049
2011,3601,Modena e Reggio Emilia,Modena ,44,38,53,10,55,29,M,1559
2011,3701,Bologna,Bologna,44,29,44,11,20,48,M,6113
2011,3801,Ferrara,Ferrara,44,50,31,11,37,0,M,1308
2011,4101,Urbino Carlo Bo,Urbino,43,43,36,12,38,11,M,906
2011,4201,Marche,Ancona,43,37,15,13,30,51,M,1443
2011,4301,Macerata,Macerata,43,18,6,13,27,6,M,436
2011,4302,Camerino,Camerino,43,8,13,13,4,9,M,535
2011,4801,Firenze,Firenze,43,46,28,11,15,29,M,4049
2011,4804,Firenze IUL,Firenze,43,46,28,11,15,29,M,0
2011,5001,Pisa,Pisa,43,42,51,10,24,1,M,3240
2011,5201,Siena,Siena,43,19,11,11,19,59,M,1345
2011,5202,Siena Stranieri,Siena ,43,19,11,11,19,59,M,20
2011,5401,Perugia,Perugia,43,6,49,12,23,23,M,2074
2011,5403,Perugia Stranieri,Perugia ,43,6,49,12,23,23,M,153
2011,5601,Tuscia,Viterbo,42,25,5,12,6,24,M,1105
2011,5801,Roma La Sapienza,Roma ,41,54,27,12,29,24,M,7541
2011,5802,Roma Tor Vergata,Roma ,41,54,27,12,29,24,M,2577
2011,5803,Roma LUMSA,Roma ,41,54,27,12,29,24,M,391
2011,5805,Roma LUISS,Roma ,41,54,27,12,29,24,M,972
2011,5806,Roma Foro Italico,Roma ,41,54,27,12,29,24,M,176
2011,5807,Roma Tre,Roma ,41,54,27,12,29,24,M,2100
2011,5808,Roma Biomedico,Roma ,41,54,27,12,29,24,M,101
2011,5809,Roma UNINT,Roma ,41,54,27,12,29,24,M,144
2011,5810,Roma Marconi,Roma ,41,54,27,12,29,24,M,1017
2011,5811,Roma UNITELMA,Roma ,41,54,27,12,29,24,M,138
2011,5812,Roma Europea,Roma ,41,54,27,12,29,24,M,63
2011,5813,Roma UNINETTUNO,Roma ,41,54,27,12,29,24,M,58
2011,5814,Roma  Mercatorum,Reggio ,43,41,1,11,32,10,M,11
2011,5815,Roma UNICUSANO,Roma ,41,54,27,12,29,24,M,1254
2011,6001,Cassino,Cassino,41,29,38,13,49,44,M,598
2011,6201,Sannio,Benevento ,41,7,55,14,46,40,M,359
2011,6202,Benevento - Giustino Fortunato,Potenza,40,38,20,15,48,12,M,58
2011,6301,Napoli Federico II,Napoli ,40,51,14,14,15,2,M,5270
2011,6302,Napoli Parthenope,Napoli ,40,51,14,14,15,2,M,1098
2011,6303,Napoli L'Orientale,Napoli ,40,51,14,14,15,2,M,365
2011,6304,Napoli Benincasa,Napoli ,40,51,14,14,15,2,M,287
2011,6306,Napoli II,Napoli ,40,51,14,14,15,2,M,1820
2011,6307,Napoli Pegaso,Napoli ,40,51,14,14,15,2,M,1423
2011,6501,Salerno,Salerno,40,40,52,14,45,40,M,1677
2011,6601,L'Aquila,L'Aquila,42,21,9,13,23,57,M,1238
2011,6701,Teramo,Teramo,42,39,30,13,42,26,M,600
2011,6901,Chieti e Pescara,Chieti ,42,21,7,14,10,5,M,1692
2011,6902,Torrevecchia Teatina - Leonardo da Vinci,Torino ,45,3,58,7,40,56,M,25
2011,7001,Molise,Campobasso,41,33,36,14,39,37,M,623
2011,7101,Foggia,Foggia,41,27,54,15,32,42,M,468
2011,7201,Bari,Bari,41,7,45,16,52,11,M,2412
2011,7202,Bari Politecnico,Bari ,41,7,45,16,52,11,M,1088
2011,7203,Casamassima - J.Monnet,Casamassima ,40,57,22,16,55,7,M,135
2011,7501,Salento,Lecce,40,21,10,18,10,27,M,1109
2011,7601,Basilicata,Potenza,40,38,20,15,48,12,M,407
2011,7801,Calabria,Rende,39,20,0,16,10,56,M,1802
2011,7901,Catanzaro,Catanzaro,38,54,22,16,35,35,M,615
2011,8001,Reggio Calabria,Reggio Calabria,43,41,1,11,32,10,M,583
2011,8003,Reggio Calabria - Dante Alighieri,Reggio Calabria,43,41,1,11,32,10,M,6
2011,8201,Palermo,Palermo,38,7,0,13,21,43,M,2960
2011,8301,Messina,Messina,38,11,36,15,33,14,M,1624
2011,8601,Enna - KORE,Enna ,37,34,4,14,16,33,M,269
2011,8701,Catania,Catania,37,30,21,15,5,15,M,2758
2011,9001,Sassari,Sassari,40,43,45,8,33,38,M,690
2011,9201,Cagliari,Cagliari,39,13,7,9,7,4,M,1564
2011,101,Torino,Torino,45,3,58,7,40,56,F,7011
2011,102,Torino Politecnico,Torino ,45,3,58,7,40,56,F,1599
2011,201,Piemonte Orientale,Vercelli,45,19,33,8,25,21,F,1063
2011,401,Bra - Scienze Gastronomiche,Bra,44,41,55,7,51,23,F,33
2011,701,Aosta,Aosta,45,44,18,7,19,14,F,132
2011,1001,Genova,Genova,44,24,17,8,56,8,F,3374
2011,1201,Castellanza LIUC,Castellanza ,45,36,46,8,54,3,F,197
2011,1202,Insubria,Como,45,48,25,9,5,17,F,904
2011,1301,Novedrate e-Campus,Napoli ,40,51,14,14,15,2,F,142
2011,1501,Milano,Milano,45,27,57,9,11,24,F,5912
2011,1502,Milano Politecnico,Milano ,45,27,57,9,11,24,F,3301
2011,1503,Milano Bocconi,Milano ,45,27,57,9,11,24,F,1912
2011,1504,Milano Cattolica,Milano ,45,27,57,9,11,24,F,6014
2011,1505,Milano IULM,Milano ,45,27,57,9,11,24,F,723
2011,1508,Milano San Raffaele,Milano ,45,27,57,9,11,24,F,373
2011,1509,Milano Bicocca,Milano ,45,27,57,9,11,24,F,3593
2011,1510,Rozzano (MI) Humanitas University,Rozzano ,45,22,37,9,8,47,F,4
2011,1601,Bergamo,Bergamo,45,42,1,9,40,8,F,1606
2011,1701,Brescia,Brescia,45,32,27,10,13,14,F,1185
2011,1801,Pavia,Pavia,45,11,13,9,9,17,F,2454
2011,2101,Bolzano,Bolzano,46,29,56,11,21,15,F,472
2011,2201,Trento,Trento,46,4,7,11,7,22,F,1445
2011,2301,Verona,Verona,45,26,40,10,59,56,F,2762
2011,2701,Venezia Cà Foscari,Venezia ,45,26,17,12,19,39,F,2438
2011,2702,Venezia Iuav,Venezia ,45,26,17,12,19,39,F,783
2011,2801,Padova,Padova,45,24,33,11,52,23,F,6747
2011,3001,Udine,Udine,46,3,57,13,14,15,F,1699
2011,3201,Trieste,Trieste,45,38,58,13,46,20,F,1910
2011,3401,Parma,Parma,44,48,6,10,19,44,F,2665
2011,3601,Modena e Reggio Emilia,Modena ,44,38,53,10,55,29,F,2082
2011,3701,Bologna,Bologna,44,29,44,11,20,48,F,9202
2011,3801,Ferrara,Ferrara,44,50,31,11,37,0,F,1626
2011,4101,Urbino Carlo Bo,Urbino,43,43,36,12,38,11,F,1864
2011,4201,Marche,Ancona,43,37,15,13,30,51,F,1424
2011,4301,Macerata,Macerata,43,18,6,13,27,6,F,1422
2011,4302,Camerino,Camerino,43,8,13,13,4,9,F,489
2011,4801,Firenze,Firenze,43,46,28,11,15,29,F,5547
2011,4804,Firenze IUL,Firenze,43,46,28,11,15,29,F,3
